predicted_rank,player,position,predicted_vor,actual_2025_points,actual_2025_rank
570,Anthony McFarland,RB,-5.7529,2.1,573
571,Adam Prentice,RB,-5.7666,1.4,586
572,Jeff Smith,WR,-5.772,,
573,Benny Snell,RB,-5.7745,,
574,James Proche,WR,-5.7776,-2.0,657
575,Deonte Harty,WR,-5.8319,32.5,362
576,Darrynton Evans,RB,-5.8321,26.5,397
577,Phillip Lindsay,RB,-5.8453,,
578,Gunner Olszewski,WR,-5.865,2.5,569
579,Jalen Camp,WR,-5.8928,,
580,Ke'Shawn Vaughn,RB,-5.8942,5.4,529
581,Patrick Ricard,RB,-5.9108,13.7,470
582,Jamison Crowder,WR,-5.9505,27.9,389
583,Derek Watt,RB,-5.9577,,
584,Tony Jones,RB,-5.9614,28.7,384
585,Jacob Harris,WR,-5.9683,,
586,Jordan Wilkins,RB,-5.9739,,
587,Quintez Cephus,WR,-5.9852,,
588,Dez Fitzpatrick,WR,-5.9895,,
589,Mason Kinsey,WR,-6.0058,1.1,591
590,Kylin Hill,RB,-6.0175,,
591,Sam Darnold,QB,-6.0183,24.38,408
592,Nick Boyle,TE,-6.0194,,
593,Cody White,WR,-6.0254,,
594,Marcus Johnson,WR,-6.0342,,
595,Trent Taylor,WR,-6.0816,-2.2,658
596,Godwin Igwebuike,RB,-6.1076,0.0,629
597,Salvon Ahmed,RB,-6.1088,34.9,351
598,Trinity Benson,WR,-6.1265,,
599,Richard Rodgers,TE,-6.133,,
600,Jake Funk,RB,-6.1334,2.7,562
601,Malcolm Brown,RB,-6.1433,,
602,Juwann Winfree,WR,-6.1494,0.0,631
603,Ty Montgomery,WR,-6.1516,7.4,515
604,Mike Davis,RB,-6.1599,,
605,Will Levis,QB,-6.1959,106.02,190
606,Trayveon Williams,RB,-6.1969,11.4,484
607,Cody Hollister,WR,-6.2,,
608,J.J. Taylor,RB,-6.2062,,
609,Laquon Treadwell,WR,-6.2256,2.1,575
610,Chris Conley,WR,-6.2262,8.4,507
611,Lil'Jordan Humphrey,WR,-6.2524,40.7,335
612,Jonathan Ward,RB,-6.2548,1.1,593
613,Jason Moore,WR,-6.2619,,
614,Rico Dowdle,RB,-6.2666,83.0,236
615,Hendon Hooker,QB,-6.2684,,
616,Jakob Johnson,RB,-6.2788,1.7,579
617,Penny Hart,WR,-6.2806,,
618,Miles Boykin,WR,-6.3075,3.2,553
619,Deshaun Watson,QB,-6.3141,90.8,217
620,Malik Turner,WR,-6.3158,,
621,Tyrie Cleveland,WR,-6.3193,,
622,Tanner Gentry,WR,-6.3219,,
623,Kevin White,WR,-6.357,,
624,David Johnson,RB,-6.3681,,
625,Chester Rogers,WR,-6.4218,,
626,Stanley Morgan,WR,-6.4511,0.0,636
627,Tyron Johnson,WR,-6.4684,,
628,Nsimba Webster,WR,-6.4915,,
629,Damien Williams,RB,-6.512,6.5,520
630,John Brown,WR,-6.5321,,
631,James Washington,WR,-6.5528,,
632,Brandon Zylstra,WR,-6.5609,,
633,Qadree Ollison,RB,-6.5688,,
634,Jason Cabinda,RB,-6.5733,0.0,611
635,Josh Lambo,K,-6.5786,,
636,Cullen Gillaspia,RB,-6.592,,
637,Jake Kumerow,WR,-6.597,,
638,Dan Chisena,WR,-6.6001,0.0,647
639,Giovani Bernard,RB,-6.6174,,
640,Andy Isabella,WR,-6.6418,0.0,639
641,Dwayne Washington,RB,-6.647,0.0,628
642,Keith Kirkwood,WR,-6.6471,12.2,477
643,Khari Blasingame,RB,-6.656,4.3,538
644,Devine Ozigbo,RB,-6.6573,1.8,578
645,Michael Burton,RB,-6.6587,5.2,532
646,C.J. Board,WR,-6.6754,,
647,Mike Thomas,WR,-6.735,,
648,Keke Coutee,WR,-6.7663,,
649,Marcus Kemp,WR,-6.8798,,
650,Pharoh Cooper,WR,-6.9133,,
651,Josh Gordon,WR,-6.933,,
652,Jordan Howard,RB,-6.9543,,
653,Duke Johnson,RB,-6.9627,,
654,Reggie Bonnafon,RB,-6.986,,
655,Mike White,QB,-7.0293,3.06,555
656,Trenton Cannon,RB,-7.0381,,
657,Keith Smith,RB,-7.0519,4.8,535
658,Taiwan Jones,RB,-7.1307,,
659,Matthew Slater,WR,-7.1448,0.0,618
660,Alex Erickson,WR,-7.2025,37.2,346
661,Jameis Winston,QB,-7.3448,14.96,461
662,Andre Roberts,WR,-7.4636,,
663,Davis Webb,QB,-7.5992,,
664,Sam Howell,QB,-7.6173,278.04,15
665,Teddy Bridgewater,QB,-7.8614,-0.2,651
666,Desmond Ridder,QB,-7.9002,188.64,58
667,Jarrett Stidham,QB,-7.9927,27.64,392
668,Bailey Zappe,QB,-8.0453,78.18,245
669,Mitchell Trubisky,QB,-8.1421,53.68,299
670,Tyler Huntley,QB,-8.2462,25.62,401
671,Sam Ehlinger,QB,-8.4187,,
672,Cooper Rush,QB,-8.4677,4.26,541
673,Trey Lance,QB,-8.9431,,
674,Joshua Dobbs,QB,-9.0602,210.66,45
675,Malik Willis,QB,-9.2021,3.06,556
676,Skylar Thompson,QB,-9.3042,,
677,Bryce Perkins,QB,-9.4016,,
678,Joe Flacco,QB,-9.4184,108.84,186
679,PJ Walker,QB,-9.4562,24.96,404
680,Gardner Minshew,QB,-9.5284,205.2,46
681,Anthony Brown,QB,-9.6269,,
682,David Blough,QB,-9.6552,,
683,Colt McCoy,QB,-9.769,,
684,Trevor Siemian,QB,-9.9316,30.96,375
685,Chris Streveler,QB,-9.9518,,
686,Kyle Allen,QB,-10.1606,-1.3,656
687,Jordan Love,QB,-10.2208,330.06,7
688,John Wolford,QB,-10.2861,,
689,Kyle Trask,QB,-10.3541,-0.1,650
690,Brett Rypien,QB,-10.379,5.78,528
691,Trace McSorley,QB,-10.4204,,
692,Tyrod Taylor,QB,-10.5857,90.34,220
693,Jeff Driskel,QB,-10.8531,15.94,457
694,Jacob Eason,QB,-10.8714,,
695,Josh Johnson,QB,-10.948,,
696,Nathan Peterman,QB,-11.185,-0.4,654
697,Nick Mullens,QB,-11.3348,74.74,250
698,Nate Sudfeld,QB,-11.4592,,
699,Chase Daniel,QB,-11.7314,,
700,Blaine Gabbert,QB,-11.8249,8.9,505
701,Brandon Allen,QB,-11.8731,,
702,Tim Boyle,QB,-11.8963,14.9,462
703,Brian Hoyer,QB,-11.9358,6.94,517
704,C.J. Beathard,QB,-12.0085,21.46,424
705,Case Keenum,QB,-12.1525,12.74,475
706,Nick Foles,QB,-12.2316,,
707,Chad Henne,QB,-12.7222,,
