predicted_rank,player,position,predicted_vor,actual_2025_points,actual_2025_rank
566,Anthony Miller,WR,-6.1857,,
567,Tyler Scott,WR,-6.2006,,
568,Irvin Charles,WR,-6.2426,,
569,Jameis Winston,QB,-6.2549,44.78,335
570,Jalen Reagor,WR,-6.2743,,
571,Isaiah Hodgins,WR,-6.2833,22.5,422
572,Jamison Crowder,WR,-6.2933,,
573,J.J. Taylor,RB,-6.3029,,
574,Parris Campbell,WR,-6.3061,0.0,652
575,Ben VanSumeren,RB,-6.3091,,
576,Ben Skowronek,WR,-6.3186,14.9,455
577,Austin Trammell,WR,-6.3219,6.1,530
578,Gardner Minshew,QB,-6.3392,0.68,619
579,Treylon Burks,WR,-6.3397,24.0,412
580,Michael Burton,RB,-6.3434,,
581,Aidan O'Connell,QB,-6.3457,4.78,541
582,Tyquan Thornton,WR,-6.3502,71.3,259
583,Tim Jones,WR,-6.3937,2.0,592
584,Trenton Irwin,WR,-6.4107,,
585,Deven Thompkins,WR,-6.4229,4.7,542
586,Jalen Virgil,WR,-6.4332,,
587,Scott Miller,WR,-6.4454,10.7,488
588,Maurice Alexander,WR,-6.4514,,
589,River Cracraft,WR,-6.4568,0.0,674
590,Laviska Shenault Jr.,WR,-6.4697,,
591,Troy Hairston,RB,-6.4775,,
592,Justyn Ross,WR,-6.4829,,
593,Jeff Wilson,RB,-6.4884,,
594,Kene Nwangwu,RB,-6.5135,10.9,485
595,Terrace Marshall Jr.,WR,-6.5326,,
596,John Ross,WR,-6.5354,,
597,John Kelly,RB,-6.5602,,
598,Collin Johnson,WR,-6.5754,,
599,Skyy Moore,WR,-6.5771,12.3,478
600,Britain Covey,WR,-6.5802,3.0,572
601,Dan Chisena,WR,-6.6034,,
602,C.J. Ham,RB,-6.6048,14.6,459
603,Dee Eskridge,WR,-6.6183,6.2,527
604,Tom Kennedy,WR,-6.6567,5.6,539
605,Patrick Ricard,RB,-6.6605,1.6,603
606,Dareke Young,WR,-6.6937,5.8,535
607,Mason Kinsey,WR,-6.7088,5.8,536
608,Cody Thompson,WR,-6.7101,,
609,Jaelon Darden,WR,-6.7117,,
610,Adam Prentice,RB,-6.7399,12.7,474
611,Myles Gaskin,RB,-6.7739,0.6,622
612,DeAndre Carter,WR,-6.7785,0.0,631
613,Joshua Kelley,RB,-6.797,,
614,Travis Homer,RB,-6.8004,-0.2,682
615,Braxton Berrios,WR,-6.8167,6.7,526
616,Velus Jones Jr.,WR,-6.8475,3.2,566
617,Reggie Gilliam,RB,-6.8686,3.8,555
618,Jonathan Ward,RB,-6.8907,,
619,Deonte Harty,WR,-6.8993,,
620,Mike Boone,RB,-6.9287,,
621,Dalvin Cook,RB,-6.935,,
622,Kadarius Toney,WR,-6.9421,,
623,James Proche,WR,-6.9675,9.5,503
624,Andrew Beck,RB,-7.0115,20.0,430
625,Erik Ezukanma,WR,-7.0386,,
626,Trayveon Williams,RB,-7.0503,13.1,472
627,Montrell Washington,WR,-7.0747,,
628,Tyrion Davis-Price,RB,-7.0912,,
629,Chris Conley,WR,-7.0956,,
630,Allen Robinson,WR,-7.0969,,
631,Gary Brightwell,RB,-7.1111,0.0,666
632,Steven Sims,WR,-7.1487,0.0,673
633,Keaontay Ingram,RB,-7.1565,,
634,Darrynton Evans,RB,-7.1959,,
635,Mason Rudolph,QB,-7.2367,17.0,447
636,Khari Blasingame,RB,-7.2451,,
637,Joe Flacco,QB,-7.2659,156.66,89
638,Alex Erickson,WR,-7.2722,,
639,Ke'Shawn Vaughn,RB,-7.3053,,
640,Jakob Johnson,RB,-7.3299,0.0,638
641,Cooper Rush,QB,-7.4166,5.72,537
642,Robbie Chosen,WR,-7.4301,7.8,515
643,Spencer Rattler,QB,-7.5083,103.64,187
644,Zach Pascal,WR,-7.518,,
645,Trent Taylor,WR,-7.5324,,
646,Drew Lock,QB,-7.854,0.1,629
647,Joshua Dobbs,QB,-8.1873,2.1,587
648,Deshaun Watson,QB,-8.2611,,
649,Joe Milton III,QB,-8.2964,12.32,477
650,Michael Penix Jr.,QB,-8.3851,123.28,149
651,Tanner McKee,QB,-8.6409,14.76,457
652,Tyler Huntley,QB,-8.7669,40.14,347
653,Desmond Ridder,QB,-8.9329,,
654,Marcus Mariota,QB,-9.0733,132.5,135
655,Malik Willis,QB,-9.1083,51.18,311
656,Kenny Pickett,QB,-9.2554,9.72,499
657,Jimmy Garoppolo,QB,-9.2996,-1.0,684
658,Andy Dalton,QB,-9.3762,10.52,490
659,Tommy DeVito,QB,-9.4654,,
660,Sam Howell,QB,-9.4711,,
661,Jacoby Brissett,QB,-9.7314,235.44,32
662,Jake Haener,QB,-9.7471,,
663,Jake Browning,QB,-9.9351,56.74,292
664,Dorian Thompson-Robinson,QB,-10.1171,,
665,Hendon Hooker,QB,-10.3366,,
666,Chris Oladokun,QB,-10.4426,11.2,482
667,Davis Mills,QB,-10.443,69.6,267
668,Bailey Zappe,QB,-10.4583,,
669,Tyrod Taylor,QB,-10.5933,64.46,276
670,Skylar Thompson,QB,-10.6614,,
671,Trey Lance,QB,-10.6889,14.54,460
672,Tyson Bagent,QB,-10.931,2.58,579
673,Mitchell Trubisky,QB,-11.0098,31.12,377
674,Brandon Allen,QB,-11.0698,1.88,594
675,Clayton Tune,QB,-11.0978,2.98,574
676,Taylor Heinicke,QB,-11.2356,,
677,Tim Boyle,QB,-11.3053,,
678,Nick Mullens,QB,-11.4142,-0.04,677
679,Josh Johnson,QB,-11.4504,26.38,398
680,Kyle Trask,QB,-11.5043,,
681,Mike White,QB,-11.8563,,
682,Kyle Allen,QB,-12.1473,-0.3,683
683,Carson Wentz,QB,-12.1564,75.34,247
684,Jarrett Stidham,QB,-12.2328,-0.1,679
